event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
33/2,ม็อบเสื้อเหลือง (โคราช),4,2,2,08-11-2563,"ลานอนุสาวรีย์ท้าวสุรนารี (ย่าโม) 
จังหวัดนครราชสีมา",ปกป้องสถาบันกษัตริย์,,,,
34/1,ม็อบเสื้อเหลือง (ภาคีเครือข่ายปกป้องสถาบัน) (จัดกิจกรรม ‘เมื่อสถาบันโดนจาบจ้วง เราชาวรามฯ ไม่ยอม’),4,2,2,09-11-2563,ลานพ่อขุน มหาวิทยาลัยรามคำแหง,"ปกป้องสถาบันกษัตริย์

https://thestandard.co/protected-institutions-organization-a-rally-at-ramkhamhaeng/",,,,
35,#ม็อบ 10 พฤศจิกา โดย กลุ่มภาคีนักเรียนสุพรรณบุรี,7,1,2,10-11-2563,"หอคอยบรรหารแจ่มใส ถนนนางพิม
สุพรรณบุรี",แถลงการณ์หนุนข้อเรียกร้อง 3 ข้อ ของคณะราษฎร,"ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ ต้องลาออก 

2. ต้องมีการร่างรัฐธรรมนูญใหญ่ และต้องมาจากประชาชน 100 เปอร์เซ็นต์ 

3. ปฏิรูปสถาบันพระมหากษัตริย์",,,
35/1,งาน “รวมพลังมุสลิม ปกป้องสถาบันชาติ ศาสน์ กษัตริย์”,4,2,2,10-11-2563,หอประชุมศูนย์บริหารกิจการศาสนาอิสลามแห่งชาติเฉลิมพระเกียรติ เขตหนองจอก กทม.,"https://www.naewna.com/local/530870

เพื่อแสดงความจงรักภักดีต่อสถาบัน",,,,
36,ชาวชลบุรีกว่า 3 หมื่นคนปกป้องสถาบัน,4,2,2,11-11-2563,"สะพานเลียบทะเลชลมารควิถี อำเภอเมือง 
จังหวัดชลบุรี","เพื่อทำกิจกรรมรวมพลังปกป้องสถาบันพระมหากษัตริย์ ด้วยความเทิดทูนจงรักภักดี

https://thainews.prd.go.th/th/news/detail/TCATG201111191642314",,,,
37.1,"กิจกรรม ""ชวนติด Post-it โดยคณะราษฎรบอมบ์ ",7,1,2,12-11-2563,Skywalk อนุเสาวรีย์ชัยสมรภูมิ,"เพื่อแสดงออกเชิงสัญลักษณ์และเรียกร้องให้แก้ไขรัฐธรรมนูญ​และกระจายอำนาจสู้ท้องถิ่น พร้อมทั้งขับเคลื่อนประเด็นทางสังคมและด้านสิทธิ์ที่เป็นเรื่องใกล้ตัว เช่น สิทธิทางร่างกาย สังคม

พร้อมทั้งเรียกร้องให้ประชาชนร่วมชุมนุมใหญ่วันที่ 14 พย.นี้ ที่อนุสาวรีย์ประชาธิปไตย

https://tna.mcot.net/crime/line-today-crime-583069",แก้ไขรัฐธรรมนูญ ​เรื่องการกระจายอำนาจการปกครองส่วนท้องถิ่นให้มากขึ้น,"1,3",,
37.2,#ม็อบ12พฤศจิกา : ภาคีภาษีกู โดยภาคีนักเรียนมหาสารคามและเครือข่ายแนวร่วมนิสิตมหาวิทยาลัยมหาสารคาม,7,1,1,12-11-2563,"สวนสุขภาพเทศบาลเมืองมหาสารคาม
จ.มหาสารคาม",ประกาศจุดยืนไม่ยอมรับคณะกรรมการปรองดอง-สมานฉันท์ ที่รัฐบาลตั้ง ยืนยันข้อเรียกร้อง 3 ข้อ ไม่ลดเพดานและนัดหมายการชุมนุมใหญ่,,,,
38.1,"กิจกรรม ""ลำปางรวมการเฉพาะกิจ ครั้งที่ 3"" โดยกลุ่มพิราบขาวเพื่อมวลชน",7,1,1,13-11-2563,ห้าแยกหอนาฬิกา,,,,,
38.2,กิจกรรม #พัทลุงไล่ลุงตู่2 โดยกลุ่มพัทลุงปลดแอก,7,1,1,13-11-2563,สี่่แยกเอเชีย,,,,,
39,,,,,,,,,,,
