event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
237,#ม็อบ14พฤศจิกา : อุบลปลดแอก,15,1,2,14-11-2563,"ศาลหลักเมือง จังหวัดอุบลราชธานี 
จ.อุบลราชธานี","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,"1,2,3,4",,
238,การชุมนุมของกลุ่มคนไทยในเนเธอร์แลนด์,15,1,2,14-11-2563,"กรุงอัมสเตอร์ดัม
ประเทศเนเธอร์แลนด์",สนับสนุน 3 ข้อเรียกร้องของกลุ่มราษฎร และรำลึกถึงนักกิจกรรมทางการเมืองที่ถูกดำเนินคดี ถุกอุ้มหาย และถูกฆาตกรรม,"สามข้อเรียกร้อง

1. ประยุทธ์ออกไป

2. ร่างรัฐธรรมนูญใหม่

3. ปฏิรูปสถาบันกษัตริย์","1,2,3,4",,
239,#ม็อบ15พฤศจิกา : ระยอง โดยแนวร่วมตะวันออกเพื่อประชาธิปไตย,15,1,2,15-11-2563,"สวนสุขภาพเทศบาลเมืองบ้านฉาง 
จ.ระยอง",ยืนยันข้อเรียกร้อง 3 ข้อ คือ แก้รัฐธรรมนูญ นายกลาออก ปฏิรูปสถาบัน รวมถึงเรื่อง EEC,,"1,2,3,4",,
240,กิจกรรมแสดงพลัง ปกป้องสถาบันพระมหากษัตริย์ โดยกลุ่มอาชีวะปกป้องสถาบัน,5,2,2,15-11-2563,"ลานคนเมือง ศาลาว่าการกรุงเทพมหานคร
กรุงเทพมหานคร","แสดงความคิดเห็นไม่เห็นด้วยพฤติกรรมการแสดงออกของกลุ่มคณะราษฎร และกลุ่มเยาวชนปลดแอก ที่มีการปราศรัยและการแสดงจาบจ้วงสถาบัน 

https://www.thairath.co.th/news/politic/1977115",เรียกร้องรัฐบาลบังคับใช้กฎหมาย แสดงคดีกลุ่มผู้ชุมนุม แกนนำ รวมถึงกลุ่มบุคคลที่อยู่เบื้องหลัง ที่มีการกระทำผิดกฎหมายอย่างเด็ดขาดให้ถึงที่สุด,1,,
241,กลุ่มเครือข่าย People GO ร่วมกันแถลงการณ์,5,1,2,16-11-2563,"หน้าโรงเรียนสตรีวิทยา ถนนราชดำเนินกลาง
กรุงเทพมหานคร","แถลงการณ์กรณีที่รัฐสภามีวาระพิจารณารับหลักการร่างแก้ไขรัฐธรรมนูญในวันพรุ่งนี้ (17 พ.ย.) ซึ่งมีร่างรัฐธรรมนูญฉบับประชาชน ที่ประชาชนร่วมลงชื่อสนับสนุนกว่า 1 แสนคนรวมอยู่ด้วย

https://www.thairath.co.th/news/politic/1977640","- ขอเรียกร้องให้รัฐสภาต้องรับร่างรัฐธรรมนูญฉบับประชาชน

- สสร. ต้องให้ประชาชนมีส่วนร่วม

- ยืนยันถึงจุดเรียกร้องเดิมทั้ง 3 ข้อ คือ ให้นายกรัฐมนตรีลาออก แก้ไขรัฐธรรมนูญ และปฏิรูปสถาบัน","1,2,3,4",,
242,"กลุ่มคณะราษฎรนัดชุมนุม

#ม็อบ17พฤศจิกา : #กูสั่งให้มึงอยู่ใต้รัฐธรรมนูญ

(มีการฉีดน้ำ , น้ำผสม Gas น้ำตา , กระสุนยาง จากตำรวจ มีการปะทะกันกับกลุ่มคนเสื้อเหลือง )","5 , 223",1,2,17-11-2563,"บริเวณหน้ารัฐสภาเกียกกาย
กรุงเทพมหานคร","กดดันให้รัฐสภารับร่างแก้ไขรัฐธรรมนูญ 2560 ของประชาชน

https://prachatai.com/journal/2020/11/90435",,,,
243,"กลุ่มไทยภักดีและมวลชนเสื้อเหลืองนัดชุมนุม

#ปกป้องสถาบันฯ : ไทยภักดีค้านแก้รัฐธรรมนูญ",242,2,2,17-11-2563,"บริเวณหน้ารัฐสภาเกียกกาย
กรุงเทพมหานคร",คัดค้านการแก้ไขรัฐธรรมนูญ 2560,,,,
244,"กลุ่มคณะราษฎรนัดชุมนุม

#ม็อบ18พฤศจิกา : 18พฤศจิกาไปราษฎร์ประสงค์",242,1,2,18-11-2563,"แยกราชประสงค์ -> สำนักงานตำรวจแห่งชาติ
กรุงเทพมหานคร",ย้ำจุดยืน 3 ข้อเรียกร้อง,"ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,
245,"การจัดชุมนุมโดยกลุ่มร้อยเอ็ดปลดแอก

#ม็อบ18พฤศจิกา : ร้อยเอ็ดปลดแอก",242,1,2,18-11-2563,"ศาลากลางจังหวัดร้อยเอ็ด 
จ.ร้อยเอ็ด",ม็อบคู่ขนานกับคณะราษฎรที่กรุงเทพมหานคร,,,,
246,"การจัดชุมนุมที่โคราช

#ม็อบ18พฤศจิกา : เยาวชนโคราชปลดแอก",242,1,2,18-11-2563,"อนุสาวรีย์ท้าวสุรนารี 
จ.นครราชสีมา","ประณามการกระทำของรัฐบาลที่ใช้ความรุนแรงสลายการชุมนุม และเรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์","3 ข้อเรียกร้อง คือ 

1.พล.อ.ประยุทธ์ จันทร์โอชา นายรัฐมนตรีต้องลาออก 

2. แก้ไขรัฐธรรมนูญ 

3.ปฏิรูปสถาบัน ","1,2,3,4",,
247,การจัดชุมนุมโดยกลุ่ม NU-Movement,242,1,2,18-11-2563,"สวนกลางเมืองพิษณุโลก
จ.พิษณุโลก",,,,,
248,"การจัดชุมนุมโดยกลุ่มลำพูนปลดแอก

#ม็อบ18พฤศจิกา : ลำพูนปลดแอก",242,1,2,18-11-2563,"สะพานท่าขาม -> สถานีตำรวจภูธรเมืองลำพูน 
จ.ลำพูน",แสดงจุดยืนประณามการสลายการชุมนุมของเจ้าหน้าที่ ที่แยกเกียกกาย (หน้ารัฐสภา) และแจ้งความกรณีเจ้าหน้าที่ใช้กำลังเกินกว่าเหตุ,,1,,
249,"การจัดชุมนุมโดยกลุ่มเครือข่ายผู้รักประชาธิปไตยแพร่

#ม็อบ18พฤศจิกา : คนแพร่ไม่ถอยไม่ทน",242,1,2,18-11-2563,"หน้าโรงเรียนพิริยาลัย
จ.แพร่","ประณามการสลายการชุมนุมแยกเกียกกาย, เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,"1,2,3,4",,
250,"การจัดชุมนุมโดยกลุ่ม ChiangRai No เผด็จการ

#ม็อบ18พฤศจิกา : ราษฎรเชียงรายจะไม่ทน",242,1,2,18-11-2563,"ลานรำวง สวนตุงและโคมเฉลิมพระเกียรติ 75 พรรษา 
จ.เชียงราย","ประณามการสลายการชุมนุมที่แยกเกียกกาย (หน้ารัฐสภา) และเรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,"1,2,3,4",,
251,"การจัดชุมนุมที่ ม.อ. หาดใหญ่

#ม็อบ18พฤศจิกา : ไหนว่า Land of Compromise?",242,1,2,18-11-2563,"ลานหน้าคณะนิติศาสตร์ มหาวิทยาลัยสงขลานครินทร์ 
จ.สงขลา",สนับสนุนข้อเรียกร้องของราษฎรเเละประณามการใช้ความรุนแรงอันไร้มนุษยธรรมของเจ้าหน้าที่รัฐที่กระทำต่อผู้ชุมนุมราษฎร เมื่อวันที่ 17 พ.ย. ที่ผ่านมา,,1,,
252,การจัดชุมนุมโดยกลุ่มคณะราษฎร - Pattaya,242,1,2,18-11-2563,"หน้าเซ็นทรัลพัทยา
จ.ชลบุรี",,,,,
253,"การจัดชุมนุมโดยกลุ่มราษฎรเพชรบุรี

#ม็อบ18พฤศจิกา : ใครสั่งให้มึงยิง",242,1,2,18-11-2563,"โครงการเขาวังเมืองใหม่ 
จ.เพชรบุรี",ทำพิธีสาปแช่งเจ้าหน้าที่รัฐ ผู้สั่งการและผู้อยู่เบื้องหลังในการใช้ความรุนแรงกับประชาชน,,1,,
254,#ม็อบ18พฤศจิกา : เรามาอย่างสงบ เราไม่เอาความรุนแรง,242,1,2,18-11-2563,"สถานีตำรวจภูธรเมืองเชียงใหม่ 
จ.เชียงใหม่",เพื่อแจ้งความตำรวจปฏิบัติหน้าที่โดยมิชอบ ด้วยการฉีดน้ำแรงดันสูง แก๊สน้ำตา และกระสุนยาง ใส่ผู้ชุมนุมที่แยกเกียกกาย (หน้ารัฐสภา) ที่ชุมนุมอย่างสันติและสงบ ปราศจากอาวุธ ทำให้มีผู้บาดเจ็บและทรัพย์สินได้รับความเสียหายหลายราย,,1,,
255,#ม็อบ18พฤศจิกา : อุตรดิตถ์ โดยสมาชิกกลุ่มอุตรดิตถ์ปลดแอก,242,1,2,18-11-2563,"อนุสาวรีย์พระยาพิชัยดาบหัก 
จ.อุตรดิตถ์",ประณามการกระทำรุนแรงของเจ้าหน้าที่ต่อการชุมนุมของคณะราษฎร และยืนไว้อาลัยให้กับการกระทำของเจ้าหน้าที่,,1,,
256,ปกป้องสถาบันฯ : เสื้อเหลืองพระประแดง คัดค้านแก้รัฐธรรมนูญ,242,2,2,18-11-2563,"รัฐสภาเกียกกาย 
กรุงเทพมหานคร","คัดค้านการแก้ไขรัฐธรรมนูญ

https://www.matichon.co.th/politics/news_2447403",,,,
257,#ม็อบ19พฤศจิกา : ราษฎรชัยนาท โดยกลุ่มแนวร่วมประชาชนชัยนาทเพื่อประชาธิปไตย,242,1,2,19-11-2563,"เขื่อนเรียงหิน 
จ.ชัยนาท","ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์,เรียกร้องแก้ไขรัฐธรรมนูญ",,"1,2,3,4",,
258,#ม็อบ19พฤศจิกา : คณะราษฎรนครปฐม,242,1,2,19-11-2563,"ตลาดถนนคนเดิน ชุมชนริมคลองวัดพระงาม 
จ.นครปฐม",เพื่อแสดงออกและร่วมแสดงความคิดเห็นเกี่ยวกับการขับไล่รัฐบาล และย้ำจุดยืนใน 3 ข้อเรียกร้อง,"เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์","1,2,3,4",,
259,#ม็อบ19พฤศจิกา : สานต่อเจตนารมณ์สหพันธ์ชาวนาฯ-หนุนแก้รัฐธรรมนูญ,242,1,2,19-11-2563,"อนุสาวรีย์ครูบาศรีวิชัย -> ประตูท่าแพ 
จ.เชียงใหม่",เพื่อรณรงค์สะท้อนปัญหาที่ดินป่าไม้ไทย เนื่องในวาระครบรอบ 46 ปี การก่อตั้งสหพันธ์ชาวนาชาวไร่แห่งประเทศไทย พร้อมหนุนร่างรัฐธรรมนูญฉบับประชาชน แก้ปัญหาเชิงโครงสร้างทั้งระบบ และประกาศเจตนารมณ์ 3 ข้อ ,"เจตนารมณ์ 3 ข้อ 

1. สนับสนุนร่างรัฐธรรมนูญฉบับประชาชน 

2. สนับสนุนการเคลื่อนไหวของ ""คณะราษฎร"" 

3. สนับสนุนให้ประเทศไทยมีการกระจายการถือครองที่ดินอย่างเป็นธรรม","1,2,3,4",,
260,การจัดกิจกรรมโดยกลุ่มคณะราษฎรไทย-นิวยอร์กเกอร์เพื่อประชาธิปไตย (Thai New Yorker For Demorcracy),242,1,2,19-11-2563,"หน้าพื้นที่สำนักงานใหญ่ด้านหน้า UN และพื้นที่อนุสาวรีย์สันติภาพ Peace monument นครนิวยอร์ก
ประเทศสหรัฐอเมริกา","- พูดคุยถึงสถานการณ์การเมืองในประเทศไทย และเขียนข้อความ สนับสนุน เป็นกำลังใจให้ผู้ชุมนุมทีไทย
- ทำกิจกรรม ‘เดินฝ่าข้ามขวากหนามเผด็จการ’ ไปกลับจากอนุสาวรีย์สันติภาพถึงหน้าสำนักงานใหญ่ยูเอ็น
- เชิญชวนผู้ใช้รถใช้ถนนร่วม ‘บีบแตรเพื่อประชาธิปไตยไทย’ (Honk For Thai Demorcracy)
- อ่านแถลงการณ์เปิดผนึกประณามการใช้ความรุนแรงของรัฐในทุกรูปแบบต่อราษฎร ผู้เรียกร้องประชาธิปไตย

https://prachatai.com/journal/2020/11/90511","ขอเรียกร้องให้รัฐบาลไทยและรัฐสภาปฏิบัติตาม 

1. ยุติการใช้ความรุนแรงทุกรูปแบบ ต่อกลุ่มผู้ชุมนุมสันติวิธี 

2. รับฟังประชาชนโดยไม่เลือกปฏิบัติ ต่อผู้มีความเห็นต่างทางการเมือง 

3. มีการใช้กฎหมายด้วยความยุติธรรม อย่างเท่าเทียม ไม่เลือกปฏิบัติ และไม่ใช้กฎหมายรังแกผู้มีความเห็นต่างทางการเมือง 

4. ให้มีการพิจารณารับร่างรัฐธรรมนูญฉบับประชาชนอีกครั้ง และจัดตั้งสภาร่างรัฐธรรมนูญที่มาจากตัวแทนประชาชนทันที เพื่อนำไปสู่การแก้ไขปัญหา และผ่อนคลายความขัดแย้งทางการเมืองในประเทศไทย","1,2,3,4",,
261,"ประชาชนชาวชัยนาทจำนวนกว่า 1,000 คน สวมเสื้อสีเหลือง ร่วมทำกิจกรรมรวมพลังปกป้องสถาบัน ชาติ ศาสนา พระมหากษัตริย์ ",257,2,2,19-11-2563,"เขื่อนเรียงหิน 
จ.ชัยนาท","รวมพลังปกป้องสถาบัน ชาติ ศาสนา พระมหากษัตริย์

https://www.thaipost.net/main/detail/84422",,,,
262,ปกป้องสถาบันฯ : Big Cleaning Day,244,2,2,20-11-2563,"สำนักงานตำรวจแห่งชาติ 
กรุงเทพมหานคร",เพื่อทำช่วยกันทำความสะอาดการสาดและพ่นสีจากการชุมนุมคณะราษฎรเมื่อวันที่ 18 พ.ย. ที่ผ่านมา,,,,
263,การจัดชุมนุมของกลุ่มคณะราษฎรขอนแก่น,242,1,2,21-11-2563,"บริเวณอนุสาวรีย์จอมพลสฤษดิ์ ธนะรัชต์ ภายในสวนรัชดานุสรณ์ 
จ.ขอนแก่น","เพื่อแสดงออกทางการเมือง ด้วยการเรียกร้อง 3 ข้อ

https://www.posttoday.com/social/local/638597",ให้ พล.อ.ประยุทธ์ จันทร์โอชา ลาออกจากตำแหน่งนายกรัฐมนตรี พร้อมคณะรัฐมนตรีทุกคน การร่างรัฐธรรมนูญใหม่ฉบับของประชาชน และปฏิรูปสถาบันกษัตริย์,"1,2,3,4",,
264,"การชุมนุม ""ราษฎรเฟสติวัล"" โดยเครือข่ายคณะราษฎร กลุ่มภาคีนักศึกษาศาลายา กลุ่มนักเรียนอาชีวะ และกลุ่มแดงก้าวหน้า 63",242,1,2,22-11-2563,"ถนนอักษะ เขตทวีวัฒนา 
กรุงเทพมหานคร","กดดันรัฐบาล พล.อ.ประยทธ์ จันทร์โอชา ย้ำจุดยืนในแนวทาง 3 ข้อเรียกร้องของกลุ่มราษฎร และรำลึกถึงเหตุการณ์ชุมนุมของกลุ่มคนเสื้อแดง และประกาศนัดชุมนุมใหญ่ 25 พ.ย. 63 ที่หน้าสำนักงานทรัพย์สินส่วนพระมหากษัตริย์

https://news.ch7.com/detail/451080","1.นายกรัฐมนตรีต้องลาออก 

2.แก้รัฐธรรมนูญ 2560 

3.ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,
265,การชุมนุมโดยกลุ่มพัฒนาแรงงานสัมพันธ์ตะวันออก,242,1,2,22-11-2563,"สี่แยกปากร่วม บ่อวิน
จ.ชลบุรี",,,,,
266,"การชุมนุมโดยกลุ่มราษฎรสัญจรเชียงราย

#ม็อบ22พฤศจิกา ราษฎรสัญจรเชียงราย “เทิงจะบ่ทน” โดยกลุ่ม New Gen Chiangrai ",242,1,2,22-11-2563,"ลานเฉลิมพระเกียรติ ต.เวียง อ.เทิง
จ.เชียงราย","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,"1,2,3,4",,
267,กิจกรรมอุ่นเครื่องก่อนมีม็อบใหญ่โดยเครือข่ายแรงงานเพื่อสิทธิประชาชน,242,1,2,23-11-2563,"บริเวณท่ารถตู้ต่างจังหวัด ตรงข้ามศูนย์การค้าฟิวเจอร์พาร์ค รังสิต
จ.ปทุมธานี","เพื่อแสดงจุดยืนไม่เอารัฐบาลเผด็จการทหาร

https://www.matichon.co.th/politics/news_2454792",,"1,2",,
268,การชุมนุมโดยประชาคมมอชอ,242,1,2,23-11-2563,"หอศิลป์ มช. ตรงข้ามหอประชุม มช.
จ.เชียงใหม่",https://www.facebook.com/communityofmorchor/photos/a.242571483668435/333755681216681/,,,,
269,การชุมนุมโดยแนวร่วมอาชีวะศรีสะเกษ ปกป้องประชาชน,242,1,2,23-11-2563,"ศาลหลักเมืองจังหวัดศรีสะเกษ
จ.ศรีสะเกษ","โจมตีการบริหารงานของรัฐบาล

https://policemagazine24.blogspot.com/2020/11/blog-post_549.html",,"1,2",,
270,"การชุมนุมโดยแนวร่วมนิสิต ""นครสวรรค์"" เพื่อประชาธิปไตย

#นครสวรรค์ไม่เอาเผด็จการ",242,1,2,23-11-2563,"บ่อบำบัดน้ำเสีย (Street Art) เกาะญวน
จ.นครสวรรค์",,,,,
271,กิจกรรม จิบกาแฟ 112 แก้ว ไล่บิ๊กตู่ โดยกลุ่มอุดรพอกันที,242,1,2,24-11-2563,"บริเวณสะพานเชื่อมพิพิธภัณฑ์เมืองอุดรธานี กับหนองประจักษ์ศิลปาคม
จ.อุดรธานี","โจมตี พลเอกประยุทธ จันโอชา นายกรัฐมนตรี

https://www.matichon.co.th/politics/news_2456620",,"1,2",,
272,หัวเกรียนรวมตัวบริเวณหน้าสำนักงานทรัพย์สินส่วนพระมหากษัตริย์,273,1,2,24-11-2563,"สำนักงานทรัพย์สินส่วนพระมหากษัตริย์
กรุงเทพมหานคร",https://www.bangkokbiznews.com/news/detail/909410,,,,
273,"การชุมนุมของคณะราษฎร 

#25พฤศจิกาไปSCB 

(เกิดเหตุชุลมุนและความรุนแรง มีเสียงระเบิดและมีผู้ได้รับบาดเจ็บจากการถูกยิง)",273,1,2,25-11-2563,"(เดิม) สำนักงานทรัพย์สินส่วนพระมหากษัตริย์ กรุงเทพมหานคร

(ใหม่) หน้าธนาคารไทยพาณิชย์สำนักงานใหญ่ รัชโยธิน กรุงเทพมหานคร","โจมตีรัฐบาลพลเอกประยุทธ์ จันทร์โอชา พูดถึงการปฏิรูปสถาบันพระมหากษัตริย์ (เน้นเรื่องทรัพย์สิน) และประกาศนัดชุมนุมวันที่ 27 พ.ย. 63

https://www.thaipost.net/main/detail/85065",,"1,2,3,4",,
274,การจัดชุมนุมโดยกลุ่มพิราบขาวเพื่อมวลชน,273,1,2,25-11-2563,"ศาลหลักเมืองจังหวัดลำปาง
จ. ลำปาง",,,,,
275,การจัดชุมนุมโดยกลุ่มคณะราษฎรนครพนม,273,1,2,25-11-2563,"ลานตะวันเบิกฟ้านครพนม
จ. นครพนม",,,,,
276,"การจัดชุมนุมโดยกลุ่มเสรีชนคนกาฬสินธุ์

#ม็อบ25พฤศจิกา #ลูกพระยาชัยไฝว้เผด็จการ",273,1,2,25-11-2563,"ศาลากลางกาฬสินธุ์ (หลังเก่า)
จ. กาฬสินธุ์ -> อนุสาวรีย์พระยาชัยสุนทร จ.กาฬสินธุ์","จัดม็อบคู่ขนานกับการชุมนุมที่กรุงเทพมหานคร เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์

https://www.facebook.com/iLawClub/posts/10164695961830551","ข้อเรียกร้องในครั้งนี้

1.พลเอกประยุทธ์และคณะต้องลาออก

2.ยกเลิกรัฐธรรมนูญ 2560 และร่างรัฐธรรมนูญใหม่ 

3.ปฏิรูปสถาบันพระมหากษัตริย์ให้มาอยู่ภายใต้รัฐธรรมนูญ","1,2,3,4",,
277,"""ครูใหญ่"" อรรถพล บัวพัฒน์ ถูกจับตามหมายจับของศาลจังหวัดอุดรธานี ในความผิดตามประมวลกฎหมายอาญา 116 จากการชุมนุม “กฐินราษฎร ตลาดหลวง” เมื่อวันที่ 22 ตุลาคม 2563",98,2,4,25-11-2563,"สน.มักกะสัน -> สน.พญาไท -> สภ.เมืองอุดรธานี
กรุงเทพมหานคร -> จ.อุดรธานี",,,,,
278,กลุ่มศูนย์รวมประชาชนปกป้องสถาบัน กลุ่มไทยภักดี และมวลชน ร่วมรับเสด็จในหลวงรัชกาลที่ 10,273,2,2,25-11-2563,"สวนลุมพินี
กรุงเทพมหานคร",แสดงความจงรักภักดีเฝ้าทูลละอองธุลีพระบาทรับเสด็จในหลวงรัชกาลที่ 10,,,,
279,การรวมตัวของคณะพลังแผ่นดินสยาม,273,2,2,25-11-2563,"บริเวณสำนักงานทรัพย์สินส่วนพระมหากษัตริย์ จุดนัดหมายการชุมนุม (เดิม) ของคณะราษฎร  
กรุงเทพมหานคร",ปกป้องและเชิดชูสถาบันกษัตริย์,,,,
280,การรวมตัวของกลุ่มชายฉกรรจ์ หัวเกรียน ,273,2,2,25-11-2563,"บริเวณแนวแบริเออร์ใกล้จุดนัดหมายการชุมนุม (เดิม) ของคณะราษฎร  
กรุงเทพมหานคร",,,,,
281,"กิจกรรม ""จากขบถผีบุญ สู่ราษฎร 63"" โดยคณะอุบลปลดแอก",273,1,2,26-11-2563,"โรงเรียนตั้งใจอนุกูลศึกษา
จ.อุบลราชธานี",,,,,
282,"การชุมนุมให้กำลังใจ ""ครูใหญ่"" อรรถพล บัวพัฒน์ โดยกลุ่มเสรีประชาธิปไตยอุดร",277,2,2,26-11-2563,"ศาลหลักเมือง
จ.อุดรธานี","ให้กำลังใจ ""ครูใหญ่"" อรรถพล บัวพัฒน์ที่ถูกจับกุมตามหมายจับศาลจังหวัดอุดรธานี คดีตามประมวลกฎหมายอาญา มาตรา 116 จากการชุมนุม “กฐินราษฎร ตลาดหลวง” เมื่อวันที่ 22 ตุลาคม 2563",,1,,
283,กิจกรรมแจกพระราชหัตถเลขาแนวทางการปกครอง ร.7 ของคณะพลังแผ่นดินสยาม,279,1,2,26-11-2563,"อนุเสาวรีย์ประชาธิปไตย
กรุงเทพมหานคร","เพื่อให้ความรู้ความประชาชน และประกาศแถลงการณ์คณะพลังแผ่นดินสยาม ฉบับที่ 2/2563

https://www.facebook.com/permalink.php?id=18079440675&story_fbid=10159522855265676",,,,
284,การชุมนุมของชมรมคนรักในหลวง จังหวัดเชียงราย,273,2,2,26-11-2563,"ลานธรรม ลานศิลป์ ถิ่นพญามังราย ศาลากลางจังหวัดเชียงรายหลังแรก
จ.เชียงราย","เทิดทูนสถาบันพระมหากษัตริย์

https://www.matichon.co.th/politics/news_2460186",ประณามและเรียกร้องให้กลุ่มคนที่มีพฤติกรรมจาบจ้วงหยุดการกระทำ และเห็นด้วยที่ พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี พร้อมจะนำบทบัญญัติกฎหมายทุกมาตรามาบังคับใช้อย่างเคร่งครัดโดยยึดหลักนิติธรรม,,,
285,"การชุมนุม ""ซ้อมต้านรัฐประหาร"" ของคณะราษฎร

#27พฤศจิกาไปห้าแยกลาดพร้าว",273,1,2,27-11-2563,"ห้าแยกลาดพร้าว
กรุงเทพมหานคร","- เพื่อกดดันให้รัฐบาลทำตาม 3 ข้อเรียกร้องที่ได้เสนอไปก่อนหน้านี้ 

- ซักซ้อมรับมือรัฐประหาร โดยเรียกร้องให้ประชาชนออกมาร่วมกันแสดงพลัง หากมีการทำรัฐประหาร

https://www.bbc.com/thai/thailand-55099827","ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,
286,การจัดชุมนุมขององค์กรปลดเผด็จการเพื่อเสรีภาพ แนวร่วมสมุทรปราการและการชุมนุม เครือข่ายแรงงานเพื่อสิทธิประชาชน,273,1,2,28-11-2563,ห้างอิมพีเรียลสำโรง -> แยกบางนา,"จัดกิจกรรมแสดงออกทางการเมืองต่าง ๆ เช่น การร้องเพลง การเขียนข้อความลงบนป้ายผ้า การปราศรัย (เรื่องการศึกษา สิทธิแรงงานและพนักงานบริการ ความเท่าเทียมกันทางเพศ) การจัดแสดงเรือดำน้ำจากคณะราษฎรพระประแดง และการเขียนข้อความด้วยชอล์คและพ่นข้อความด้วยสเปรย์สีลงบนพื้นถนน

และยืนยัน 3 ข้อเรียกร้องจากประชาชนทุกภาคส่วน ที่มีไปถึงพล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี

https://www.facebook.com/iLawClub/posts/10164705374360551","ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,
287,"กิจกรรม ""แรลลี่ก๊าบ ๆ ปราบเผด็จการ"" โดยกลุ่มเครือข่ายคนรุ่นใหม่นนทบุรี",273,1,2,28-11-2563,"MRT ศูนย์ราชการนนทบุรี
กรุงเทพมหานคร","ยืนยันตาม 3 ข้อเรียกร้องจากรัฐบาล และซักซ้อมรับมือรัฐประหารด้วยสันติวิธี

https://mgronline.com/onlinesection/detail/9630000122437","ข้อเรียกร้อง 3 ข้อ 

1. พล.อ.ประยุทธ์ และองคาพยพต้องลาออก 

2. ต้องมีร่างรัฐธรรมนูญใหญ่จากประชาชน

3. ปฏิรูปสถาบันพระมหากษัตริย์","1,2,3,4",,
288,"การชุมนุมของคณะราษฎร

#29พฤศจิกาไปราบ11
",285,1,2,29-11-2563,"(เดิม) กรมทหารราบที่ 1 ถนนวิภาวดี กรุงเทพมหานคร ซึ่งเป็นสถานที่ตั้งของบ้านพักที่ พล.อ.ประยุทธ์ จันทร์โอชา

(ใหม่) กรมทหารราบที่ 11 มหาดเล็กราชวัลลภรักษาพระองค์ กรุงเทพมหานคร","- ทำกิจกรรมเชิงสัญลักษณ์เทสีแดง ลงที่พื้นและลวดหนามหน้าแนวกั้นของตำรวจ เพื่อทวงถามความเป็นธรรมแก่ผู้เสียชีวิตจากเหตุการณ์การสลายชุมนุมแนวร่วมประชาธิปไตยต่อต้านเผด็จการแห่งชาติ (นปช.) เมื่อปีพ.ศ. 2553

-  อ่านประกาศให้ยกเลิก พ.ร.ก. โอนอัตรากำลังพลฯ ของกรมทหารราบที่ 1 และ 11 ซึ่งถูกโอนไปเป็นส่วนราชการในพระองค์เมื่อปี 2562 คืนสู่ต้นสังกัดเดิมของกองทัพ เพื่อให้สถาบันกษัตริย์ ไม่มีส่วนก้าวก่ายแทรกแซงการทำงานของรัฐบาล

https://www.bbc.com/thai/thailand-55121236",ยกเลิก พ.ร.ก. โอนอัตรากำลังพลฯ,"1,2,3,4",,
289,"กิจกรรม ""ทำความจริงให้ปรากฏ"" ของคนไทยในออสเตรเลีย",273,1,2,29-11-2563,"Sydney Town Hall  
ประเทศออสเตรเลีย","เพื่อสนับสนุนการต่อสู้ของกลุ่มคณะราษฎรในบ้านเกิด

https://www.facebook.com/sanguan.khumrungroj/posts/3514798455272245",,"1,2,3,4",,
